ts,are_entities_near_coll,ego_is_faster_than_s,prop_eval
260,False,False,True
261,False,False,True
262,False,False,True
263,False,False,True
264,False,False,True
265,False,False,True
266,False,False,True
267,False,False,True
268,False,False,True
269,False,False,True
270,False,False,True
271,False,False,True
272,False,False,True
273,False,False,True
274,False,False,True
275,False,False,True
276,False,False,True
277,False,False,True
278,False,False,True
279,False,False,True
280,False,False,True
281,False,False,True
282,False,False,True
283,False,False,True
284,False,False,True
285,False,False,True
286,False,False,True
287,False,False,True
288,False,False,True
289,False,False,True
290,False,False,True
291,False,False,True
292,False,False,True
293,False,False,True
294,False,False,True
295,False,False,True
296,False,False,True
297,False,False,True
298,False,False,True
299,False,False,True
300,False,False,True
301,False,False,True
302,False,False,True
303,False,False,True
304,False,False,True
305,False,False,True
306,False,False,True
307,False,False,True
308,False,False,True
309,False,False,True
310,False,False,True
311,False,False,True
312,False,False,True
313,False,False,True
314,False,False,True
315,False,False,True
316,False,False,True
317,False,False,True
318,False,False,True
319,False,False,True
320,False,False,True
321,False,False,True
322,False,False,True
323,False,False,True
324,False,False,True
325,False,False,True
326,False,False,True
327,False,False,True
328,False,False,True
329,False,False,True
330,False,False,True
331,False,False,True
332,False,False,True
333,False,False,True
334,False,False,True
335,False,False,True
336,False,False,True
337,False,False,True
338,False,False,True
339,False,False,True
340,False,False,True
341,False,False,True
342,False,False,True
343,False,False,True
344,False,False,True
345,False,False,True
346,False,False,True
347,False,False,True
348,False,False,True
349,False,False,True
350,False,False,True
351,False,False,True
352,False,False,True
353,False,False,True
354,False,False,True
355,False,False,True
356,False,False,True
357,False,False,True
358,False,False,True
359,False,False,True
360,False,False,True
361,False,False,True
362,False,False,True
363,False,False,True
364,False,False,True
365,False,False,True
366,False,False,True
367,False,False,True
368,False,False,True
369,False,False,True
370,False,False,True
371,False,False,True
372,False,False,True
373,False,False,True
374,False,False,True
375,False,False,True
376,False,False,True
377,False,False,True
378,False,False,True
379,False,False,True
380,False,False,True
381,False,False,True
382,False,False,True
383,False,False,True
384,False,False,True
385,False,False,True
386,False,False,True
387,False,False,True
388,False,False,True
389,False,False,True
390,False,False,True
391,False,False,True
392,False,False,True
393,False,False,True
394,False,False,True
395,False,False,True
396,False,False,True
397,False,False,True
398,False,False,True
399,False,False,True
400,False,False,True
401,False,False,True
402,False,False,True
403,False,False,True
404,False,False,True
405,False,False,True
406,False,False,True
407,False,False,True
408,False,False,True
409,False,False,True
410,False,False,True
411,False,False,True
412,False,False,True
413,False,False,True
414,False,False,True
415,False,False,True
416,False,False,True
417,False,False,True
418,False,False,True
419,False,False,True
420,False,False,True
421,False,False,True
422,False,False,True
423,False,False,True
424,False,False,True
425,False,False,True
426,False,False,True
427,False,False,True
428,False,False,True
429,False,False,True
430,False,False,True
431,False,False,True
432,False,False,True
433,False,False,True
434,False,False,True
435,False,False,True
436,False,False,True
437,False,False,True
438,False,False,True
439,False,False,True
440,False,False,True
441,False,False,True
442,False,False,True
443,False,False,True
444,False,False,True
445,False,False,True
446,False,False,True
447,False,False,True
448,False,False,True
449,False,False,True
450,False,False,True
451,False,False,True
452,False,False,True
453,False,False,True
454,False,False,True
455,False,False,True
456,False,False,True
457,False,False,True
458,False,False,True
459,False,False,True
460,False,False,True
461,False,False,True
462,False,False,True
463,False,False,True
464,False,False,True
465,False,False,True
466,False,False,True
467,False,False,True
468,False,False,True
469,False,False,True
470,False,False,True
471,False,False,True
472,False,False,True
473,False,False,True
474,False,False,True
475,False,False,True
476,False,False,True
477,False,False,True
478,False,False,True
479,False,False,True
480,False,False,True
481,False,False,True
482,False,False,True
483,False,False,True
484,False,False,True
485,False,False,True
486,False,False,True
487,False,False,True
488,False,False,True
489,False,False,True
490,False,False,True
491,False,False,True
492,False,False,True
493,False,False,True
494,False,False,True
495,False,False,True
496,False,False,True
497,False,False,True
498,False,False,True
499,False,False,True
500,False,False,True
501,False,False,True
502,False,False,True
503,False,False,True
504,False,False,True
505,False,False,True
506,False,False,True
507,False,False,True
508,False,False,True
509,False,False,True
510,False,False,True
511,False,False,True
512,False,False,True
513,False,False,True
514,False,False,True
515,False,False,True
516,False,False,True
517,False,False,True
518,False,False,True
519,False,False,True
520,False,False,True
521,False,False,True
522,False,False,True
523,False,False,True
524,False,False,True
525,False,False,True
526,False,False,True
527,False,False,True
528,False,False,True
529,False,False,True
530,False,False,True
531,False,False,True
532,False,False,True
533,False,False,True
534,False,False,True
535,False,False,True
536,False,False,True
537,False,False,True
538,False,False,True
539,False,False,True
540,False,False,True
541,False,False,True
542,False,False,True
543,False,False,True
544,False,False,True
545,False,False,True
546,False,False,True
547,False,False,True
548,False,False,True
549,False,False,True
550,False,False,True
551,False,False,True
552,False,False,True
553,False,False,True
554,False,False,True
555,False,False,True
556,False,False,True
557,False,False,True
558,False,False,True
559,False,False,True
560,False,False,True
561,False,False,True
562,False,False,True
563,False,False,True
564,False,False,True
565,False,False,True
566,False,False,True
567,False,False,True
568,False,False,True
569,False,False,True
570,False,False,True
571,False,False,True
572,False,False,True
573,False,False,True
574,False,False,True
575,False,False,True
576,False,False,True
577,False,False,True
578,False,False,True
579,False,False,True
580,False,False,True
581,False,False,True
582,False,False,True
583,False,False,True
584,False,False,True
585,False,False,True
586,False,False,True
587,False,False,True
588,False,False,True
589,False,False,True
590,False,False,True
591,False,False,True
592,False,False,True
593,False,False,True
594,False,False,True
595,False,False,True
596,False,False,True
597,False,False,True
598,False,False,True
599,False,False,True
600,False,False,True
601,False,False,True
602,False,False,True
603,False,False,True
604,False,False,True
605,False,False,True
606,False,False,True
607,False,False,True
608,False,False,True
609,False,False,True
610,False,False,True
611,False,False,True
612,False,False,True
613,False,False,True
614,False,False,True
615,False,False,True
616,False,False,True
617,False,False,True
618,False,False,True
619,False,False,True
620,False,False,True
621,False,False,True
622,False,False,True
623,False,False,True
624,False,False,True
625,False,False,True
626,False,False,True
627,False,False,True
628,False,False,True
629,False,False,True
630,False,False,True
631,False,False,True
632,False,False,True
633,False,False,True
634,False,False,True
635,False,False,True
636,False,False,True
637,False,False,True
638,False,False,True
639,False,False,True
640,False,False,True
641,False,False,True
642,False,False,True
643,False,False,True
644,False,False,True
645,False,False,True
646,False,False,True
647,False,False,True
648,False,False,True
649,False,False,True
650,False,False,True
651,False,False,True
652,False,False,True
653,False,False,True
654,False,False,True
655,False,False,True
656,False,False,True
657,False,False,True
658,False,False,True
659,False,False,True
660,False,False,True
661,False,False,True
662,False,False,True
663,False,False,True
664,False,False,True
665,False,False,True
666,False,False,True
667,False,False,True
668,False,False,True
669,False,False,True
670,False,False,True
671,False,False,True
672,False,False,True
673,False,False,True
674,False,False,True
675,False,False,True
676,False,False,True
677,False,False,True
678,False,False,True
679,False,False,True
680,False,False,True
681,False,False,True
682,False,False,True
683,False,False,True
684,False,False,True
685,False,False,True
686,False,False,True
687,False,False,True
688,False,False,True
689,False,False,True
690,False,False,True
691,False,False,True
692,False,False,True
693,False,False,True
694,False,False,True
695,False,False,True
696,False,False,True
697,False,False,True
698,False,False,True
699,False,False,True
700,False,False,True
701,False,False,True
702,False,False,True
703,False,False,True
704,False,False,True
705,False,False,True
706,False,False,True
707,False,False,True
708,False,False,True
709,False,False,True
710,False,False,True
711,False,False,True
712,False,False,True
713,False,False,True
714,False,False,True
715,False,False,True
716,False,False,True
717,False,False,True
718,False,False,True
719,False,False,True
720,False,False,True
721,False,False,True
722,False,False,True
723,False,False,True
724,False,False,True
725,False,False,True
726,False,False,True
727,False,False,True
728,False,False,True
729,False,False,True
730,False,False,True
731,False,False,True
732,False,False,True
733,False,False,True
734,False,False,True
735,False,False,True
736,False,False,True
737,False,False,True
738,False,False,True
739,False,False,True
740,False,False,True
741,False,False,True
742,False,False,True
743,False,False,True
744,False,False,True
745,False,False,True
746,False,False,True
747,False,False,True
748,False,False,True
749,False,False,True
750,False,False,True
751,False,False,True
752,False,False,True
753,False,False,True
754,False,False,True
755,False,False,True
756,False,False,True
757,False,False,True
758,False,False,True
759,False,False,True
760,False,False,True
761,False,False,True
762,False,False,True
763,False,False,True
764,False,False,True
765,False,False,True
766,False,False,True
767,False,False,True
768,False,False,True
769,False,False,True
770,False,False,True
771,False,False,True
772,False,False,True
773,False,False,True
774,False,False,True
775,False,False,True
776,False,False,True
777,False,False,True
778,False,False,True
779,False,False,True
780,False,False,True
781,False,False,True
782,False,False,True
783,False,False,True
784,False,False,True
785,False,False,True
786,False,False,True
787,False,False,True
788,False,False,True
789,False,False,True
790,False,False,True
791,False,False,True
792,False,False,True
793,False,False,True
794,False,False,True
795,False,False,True
796,False,False,True
797,False,False,True
798,False,False,True
799,False,False,True
800,False,False,True
801,False,False,True
802,False,False,True
803,False,False,True
804,False,False,True
805,False,False,True
806,False,False,True
807,False,False,True
808,False,False,True
809,False,False,True
810,False,False,True
811,False,False,True
812,False,False,True
813,False,False,True
814,False,False,True
815,False,False,True
816,False,False,True
817,False,False,True
818,False,False,True
819,False,False,True
820,False,False,True
821,False,False,True
822,False,False,True
823,False,False,True
824,False,False,True
825,False,False,True
826,False,False,True
827,False,False,True
828,False,False,True
829,False,False,True
830,False,False,True
831,False,False,True
832,False,False,True
833,False,False,True
834,False,False,True
835,False,False,True
836,False,False,True
837,False,False,True
838,False,False,True
839,False,False,True
840,False,False,True
841,False,False,True
842,False,False,True
843,False,False,True
844,False,False,True
845,False,False,True
846,False,False,True
847,False,False,True
848,False,False,True
849,False,False,True
850,False,False,True
851,False,False,True
852,False,False,True
853,False,False,True
854,False,False,True
855,False,False,True
856,False,False,True
857,False,False,True
858,False,False,True
859,False,False,True
860,False,False,True
861,False,False,True
862,False,False,True
863,False,False,True
864,False,False,True
865,False,False,True
866,False,False,True
867,False,False,True
868,False,False,True
869,False,False,True
870,False,False,True
871,False,False,True
872,False,False,True
873,False,False,True
874,False,False,True
875,False,False,True
876,False,False,True
877,False,False,True
878,False,False,True
879,False,False,True
880,False,False,True
881,False,False,True
882,False,False,True
883,False,False,True
884,False,False,True
885,False,False,True
886,False,False,True
887,False,False,True
888,False,False,True
889,False,False,True
890,False,False,True
891,False,False,True
892,False,False,True
893,False,False,True
894,False,False,True
895,False,False,True
896,False,False,True
897,False,False,True
898,False,False,True
899,False,False,True
900,False,False,True
901,False,False,True
902,False,False,True
903,False,False,True
904,False,False,True
905,False,False,True
906,False,False,True
907,False,False,True
908,False,False,True
909,False,False,True
910,False,False,True
911,False,False,True
912,False,False,True
913,False,False,True
914,False,False,True
915,False,False,True
916,False,False,True
917,False,False,True
918,False,False,True
919,False,False,True
920,False,False,True
921,False,False,True
922,False,False,True
923,False,False,True
924,False,False,True
925,False,False,True
926,False,False,True
927,False,False,True
928,False,False,True
929,False,False,True
930,False,False,True
931,False,False,True
932,False,False,True
933,False,False,True
934,False,False,True
935,False,False,True
936,False,False,True
937,False,False,True
938,False,False,True
939,False,False,True
940,False,False,True
941,False,False,True
942,False,False,True
943,False,False,True
944,False,False,True
945,False,False,True
946,False,False,True
947,False,False,True
948,False,False,True
949,False,False,True
950,False,False,True
951,False,False,True
952,False,False,True
953,False,False,True
954,False,False,True
955,False,False,True
956,False,False,True
957,False,False,True
958,False,False,True
959,False,False,True
960,False,False,True
961,False,False,True
962,False,False,True
963,False,False,True
964,False,False,True
965,False,False,True
966,False,False,True
967,False,False,True
968,False,False,True
969,False,False,True
970,False,False,True
971,False,False,True
972,False,False,True
973,False,False,True
974,False,False,True
975,False,False,True
976,False,False,True
977,False,False,True
978,False,False,True
979,False,False,True
980,False,False,True
981,False,False,True
982,False,False,True
983,False,False,True
984,False,False,True
985,False,False,True
986,False,False,True
987,False,False,True
988,False,False,True
989,False,False,True
990,False,False,True
991,False,False,True
992,False,False,True
993,False,False,True
994,False,False,True
995,False,False,True
996,False,False,True
997,False,False,True
998,False,False,True
999,False,False,True
1000,False,False,True
1001,False,False,True
1002,False,False,True
1003,False,False,True
1004,False,False,True
1005,False,False,True
1006,False,False,True
1007,False,False,True
1008,False,False,True
1009,False,False,True
1010,False,False,True
1011,False,False,True
1012,False,False,True
1013,False,False,True
1014,False,False,True
1015,False,False,True
1016,False,False,True
1017,False,False,True
1018,False,False,True
1019,False,False,True
1020,False,False,True
1021,False,False,True
1022,False,False,True
1023,False,False,True
1024,False,False,True
1025,False,False,True
1026,False,False,True
1027,False,False,True
1028,False,False,True
1029,False,False,True
1030,False,False,True
1031,False,False,True
1032,False,False,True
1033,False,False,True
1034,False,False,True
1035,False,False,True
1036,False,False,True
1037,False,False,True
1038,False,False,True
1039,False,False,True
1040,False,False,True
1041,False,False,True
1042,False,False,True
1043,False,False,True
1044,False,False,True
1045,False,False,True
1046,False,False,True
1047,False,False,True
1048,False,False,True
1049,False,False,True
1050,False,False,True
1051,False,False,True
1052,False,False,True
1053,False,False,True
1054,False,False,True
1055,False,False,True
1056,True,False,True
1057,False,False,True
1058,False,False,True
1059,False,False,True
1060,False,False,True
1061,False,False,True
1062,False,False,True
1063,False,False,True
1064,False,False,True
1065,False,False,True
1066,False,False,True
1067,False,False,True
1068,False,False,True
1069,False,False,True
1070,False,False,True
1071,False,False,True
1072,False,False,True
1073,False,False,True
1074,False,False,True
1075,False,False,True
1076,False,False,True
1077,False,False,True
1078,False,False,True
1079,False,False,True
1080,False,False,True
1081,False,False,True
1082,False,False,True
1083,False,False,True
1084,False,False,True
1085,False,False,True
1086,False,False,True
1087,False,False,True
1088,False,False,True
1089,False,False,True
1090,False,False,True
1091,False,False,True
1092,False,False,True
1093,False,False,True
1094,False,False,True
1095,False,False,True
1096,False,False,True
1097,False,False,True
1098,False,False,True
1099,False,False,True
1100,False,False,True
1101,False,False,True
1102,False,False,True
1103,False,False,True
1104,False,False,True
1105,False,False,True
1106,False,False,True
1107,False,False,True
1108,False,False,True
1109,False,False,True
1110,False,False,True
1111,False,False,True
1112,False,False,True
1113,False,False,True
1114,False,False,True
1115,False,False,True
1116,False,False,True
1117,False,False,True
1118,False,False,True
1119,False,False,True
1120,False,False,True
1121,False,False,True
1122,False,False,True
1123,False,False,True
1124,False,False,True
1125,False,False,True
1126,False,False,True
1127,False,False,True
1128,False,False,True
1129,False,False,True
1130,False,False,True
1131,False,False,True
1132,False,False,True
1133,False,False,True
1134,False,False,True
1135,False,False,True
1136,False,False,True
1137,False,False,True
1138,False,False,True
1139,False,False,True
1140,False,False,True
1141,False,False,True
1142,False,False,True
1143,False,False,True
1144,False,False,True
1145,False,False,True
1146,False,False,True
1147,False,False,True
1148,False,False,True
1149,False,False,True
1150,False,False,True
1151,False,False,True
1152,False,False,True
1153,False,False,True
1154,False,False,True
1155,False,False,True
1156,False,False,True
1157,False,False,True
1158,False,False,True
1159,False,False,True
1160,False,False,True
1161,False,False,True
1162,False,False,True
1163,False,False,True
1164,False,False,True
1165,False,False,True
1166,False,False,True
1167,False,False,True
1168,False,False,True
1169,False,False,True
1170,False,False,True
1171,False,False,True
1172,False,False,True
1173,False,False,True
1174,False,False,True
1175,False,False,True
1176,False,False,True
1177,False,False,True
1178,False,False,True
1179,False,False,True
1180,False,False,True
1181,False,False,True
1182,False,False,True
1183,False,False,True
1184,False,False,True
1185,False,False,True
1186,False,False,True
1187,False,False,True
1188,False,False,True
1189,False,False,True
1190,False,False,True
1191,False,False,True
1192,False,False,True
1193,False,False,True
1194,False,False,True
1195,False,False,True
1196,False,False,True
1197,False,False,True
1198,False,False,True
1199,False,False,True
1200,False,False,True
1201,False,False,True
1202,False,False,True
1203,False,False,True
1204,False,False,True
1205,False,False,True
1206,False,False,True
1207,False,False,True
1208,False,False,True
1209,False,False,True
1210,False,False,True
1211,False,False,True
1212,False,False,True
1213,False,False,True
1214,False,False,True
1215,False,False,True
1216,False,False,True
1217,False,False,True
1218,False,False,True
1219,False,False,True
1220,False,False,True
1221,False,False,True
1222,False,False,True
1223,False,False,True
1224,False,False,True
1225,False,False,True
1226,False,False,True
1227,False,False,True
1228,False,False,True
1229,False,False,True
1230,False,False,True
1231,False,False,True
1232,False,False,True
1233,False,False,True
1234,False,False,True
1235,False,False,True
1236,False,False,True
1237,False,False,True
1238,False,False,True
1239,False,False,True
1240,False,False,True
1241,False,False,True
1242,False,False,True
1243,False,False,True
1244,False,False,True
1245,False,False,True
1246,False,False,True
1247,False,False,True
1248,False,False,True
1249,False,False,True
1250,False,False,True
1251,False,False,True
1252,False,False,True
1253,False,False,True
1254,False,False,True
1255,False,False,True
1256,False,False,True
1257,False,False,True
1258,False,False,True
1259,False,False,True
1260,False,False,True
1261,False,False,True
1262,False,False,True
1263,False,False,True
1264,False,False,True
1265,False,False,True
1266,False,False,True
1267,False,False,True
1268,False,False,True
1269,False,False,True
1270,False,False,True
1271,False,False,True
1272,False,False,True
1273,False,False,True
1274,False,False,True
1275,False,False,True
1276,False,False,True
1277,False,False,True
1278,False,False,True
1279,False,False,True
1280,False,False,True
1281,False,False,True
1282,False,False,True
1283,False,False,True
1284,False,False,True
1285,False,False,True
1286,False,False,True
1287,False,False,True
1288,False,False,True
1289,False,False,True
1290,False,False,True
1291,False,False,True
1292,False,False,True
1293,False,False,True
1294,False,False,True
1295,False,False,True
1296,False,False,True
1297,False,False,True
1298,False,False,True
1299,False,False,True
1300,False,False,True
1301,False,False,True
1302,False,False,True
1303,False,False,True
1304,False,False,True
1305,False,False,True
1306,False,False,True
1307,False,False,True
1308,False,False,True
1309,False,False,True
1310,False,False,True
1311,False,False,True
1312,False,False,True
1313,False,False,True
1314,False,False,True
1315,False,False,True
1316,False,False,True
1317,False,False,True
1318,False,False,True
1319,False,False,True
1320,False,False,True
1321,False,False,True
1322,False,False,True
1323,False,False,True
1324,False,False,True
1325,False,False,True
1326,False,False,True
1327,False,False,True
1328,False,False,True
1329,False,False,True
1330,False,False,True
1331,False,False,True
1332,False,False,True
1333,False,False,True
1334,False,False,True
1335,False,False,True
1336,False,False,True
1337,False,False,True
1338,False,False,True
1339,False,False,True
1340,False,False,True
1341,False,False,True
1342,False,False,True
1343,False,False,True
1344,False,False,True
1345,False,False,True
1346,False,False,True
1347,False,False,True
1348,False,False,True
1349,False,False,True
1350,False,False,True
1351,False,False,True
1352,False,False,True
1353,False,False,True
1354,False,False,True
1355,False,False,True
1356,False,False,True
1357,False,False,True
1358,False,False,True
1359,False,False,True
1360,False,False,True
1361,False,False,True
1362,False,False,True
1363,False,False,True
1364,False,False,True
1365,False,False,True
1366,False,False,True
1367,False,False,True
1368,False,False,True
1369,False,False,True
1370,False,False,True
1371,False,False,True
1372,False,False,True
1373,False,False,True
1374,False,False,True
1375,False,False,True
1376,False,False,True
1377,False,False,True
1378,False,False,True
1379,False,False,True
1380,False,False,True
1381,False,False,True
1382,False,False,True
1383,False,False,True
1384,False,False,True
1385,False,False,True
1386,False,False,True
1387,False,False,True
1388,False,False,True
1389,False,False,True
1390,False,False,True
1391,False,False,True
1392,False,False,True
1393,False,False,True
1394,False,False,True
1395,False,False,True
1396,False,False,True
1397,False,False,True
1398,False,False,True
1399,False,False,True
1400,False,False,True
1401,False,False,True
1402,False,False,True
1403,False,False,True
1404,False,False,True
1405,False,False,True
1406,False,False,True
1407,False,False,True
1408,False,False,True
1409,False,False,True
1410,False,False,True
1411,False,False,True
1412,False,False,True
1413,False,False,True
1414,False,False,True
1415,False,False,True
1416,False,False,True
1417,False,False,True
1418,False,False,True
1419,False,False,True
1420,False,False,True
1421,False,False,True
1422,False,False,True
1423,False,False,True
1424,False,False,True
1425,False,False,True
1426,False,False,True
1427,False,False,True
1428,False,False,True
1429,False,False,True
1430,False,False,True
1431,False,False,True
1432,False,False,True
1433,False,False,True
1434,False,False,True
1435,False,False,True
1436,False,False,True
1437,False,False,True
1438,False,False,True
1439,False,False,True
1440,False,False,True
1441,False,False,True
1442,False,False,True
1443,False,False,True
1444,False,False,True
1445,False,False,True
1446,False,False,True
1447,False,False,True
1448,False,False,True
1449,False,False,True
1450,False,False,True
1451,False,False,True
1452,False,False,True
1453,False,False,True
1454,False,False,True
1455,False,False,True
1456,False,False,True
1457,False,False,True
1458,False,False,True
1459,False,False,True
1460,False,False,True
1461,False,False,True
1462,False,False,True
1463,False,False,True
1464,False,False,True
1465,False,False,True
1466,False,False,True
1467,False,False,True
1468,False,False,True
1469,False,False,True
1470,False,False,True
1471,False,False,True
1472,False,False,True
1473,False,False,True
1474,False,False,True
1475,False,False,True
1476,False,False,True
1477,False,False,True
1478,False,False,True
1479,False,False,True
1480,False,False,True
1481,False,False,True
1482,False,False,True
1483,False,False,True
1484,False,False,True
1485,False,False,True
1486,False,False,True
1487,False,False,True
1488,False,False,True
1489,False,False,True
1490,False,False,True
1491,False,False,True
1492,False,False,True
1493,False,False,True
1494,False,False,True
1495,False,False,True
1496,False,False,True
1497,False,False,True
1498,False,False,True
1499,False,False,True
1500,False,False,True
1501,False,False,True
1502,False,False,True
1503,False,False,True
1504,False,False,True
1505,False,False,True
1506,False,False,True
1507,False,False,True
1508,False,False,True
1509,False,False,True
1510,False,False,True
1511,False,False,True
1512,False,False,True
1513,False,False,True
1514,False,False,True
1515,False,False,True
1516,False,False,True
1517,False,False,True
1518,False,False,True
1519,False,False,True
1520,False,False,True
1521,False,False,True
1522,False,False,True
1523,False,False,True
1524,False,False,True
1525,False,False,True
1526,False,False,True
1527,False,False,True
1528,False,False,True
1529,False,False,True
1530,False,False,True
1531,False,False,True
1532,False,False,True
1533,False,False,True
1534,False,False,True
1535,False,False,True
1536,False,False,True
1537,False,False,True
1538,False,False,True
1539,False,False,True
1540,False,False,True
1541,False,False,True
1542,False,False,True
1543,False,False,True
1544,False,False,True
1545,False,False,True
1546,False,False,True
1547,False,False,True
1548,False,False,True
1549,False,False,True
1550,False,False,True
1551,False,False,True
1552,False,False,True
1553,False,False,True
1554,False,False,True
1555,False,False,True
1556,False,False,True
1557,False,False,True
1558,False,False,True
1559,False,False,True
1560,False,False,True
1561,False,False,True
1562,False,False,True
1563,False,False,True
1564,False,False,True
1565,False,False,True
1566,False,False,True
1567,False,False,True
1568,False,False,True
1569,False,False,True
1570,False,False,True
1571,False,False,True
1572,False,False,True
1573,False,False,True
1574,False,False,True
1575,False,False,True
1576,False,False,True
1577,False,False,True
1578,False,False,True
1579,False,False,True
1580,False,False,True
1581,False,False,True
1582,False,False,True
1583,False,False,True
1584,False,False,True
1585,False,False,True
1586,False,False,True
1587,False,False,True
1588,False,False,True
1589,False,False,True
1590,False,False,True
1591,False,False,True
1592,False,False,True
1593,False,False,True
1594,False,False,True
1595,False,False,True
1596,False,False,True
1597,False,False,True
1598,False,False,True
1599,False,False,True
1600,False,False,True
1601,False,False,True
1602,False,False,True
1603,False,False,True
1604,False,False,True
1605,False,False,True
1606,False,False,True
1607,False,False,True
1608,False,False,True
1609,False,False,True
1610,False,False,True
1611,False,False,True
1612,False,False,True
1613,False,False,True
1614,False,False,True
1615,False,False,True
1616,False,False,True
1617,False,False,True
1618,False,False,True
1619,False,False,True
1620,False,False,True
1621,False,False,True
1622,False,False,True
1623,False,False,True
1624,False,False,True
1625,False,False,True
1626,False,False,True
1627,False,False,True
1628,False,False,True
1629,False,False,True
1630,False,False,True
1631,False,False,True
1632,False,False,True
1633,False,False,True
1634,False,False,True
1635,False,False,True
1636,False,False,True
1637,False,False,True
1638,False,False,True
1639,False,False,True
1640,False,False,True
1641,False,False,True
1642,False,False,True
1643,False,False,True
1644,False,False,True
1645,False,False,True
1646,False,False,True
1647,False,False,True
1648,False,False,True
1649,False,False,True
1650,False,False,True
1651,False,False,True
1652,False,False,True
1653,False,False,True
1654,False,False,True
1655,False,False,True
1656,False,False,True
1657,False,False,True
1658,False,False,True
